task_id,image_id,phrase
2383858__1316138,2383858,here pedestrian
2383858__1316128,2383858,electrical pole
2383858__1316156,2383858,book
2383866__1315979,2383866,green leaves
2383866__1315971,2383866,baguette sandwich
2383866__1315972,2383866,piece paper
2383866__1315973,2383866,greens between sandwich
2383866__1315970,2383866,here bread
2383866__1315978,2383866,salad between sandwich
2383872__1315864_1315864,2383872,green tree
2383872__1315861,2383872,elevated fence
2383872__1315856,2383872,pink outfit
2383872__1315853,2383872,playing woman
2383876__1315850,2383876,pond
2383876__1315849,2383876,smiling woman
2383885__529743,2383885,flat plate
2383885__529737,2383885,japanese food
2383885__529731,2383885,cream liquid
2383885__529726,2383885,small bowl
2383885__529735,2383885,stick
2383885__529749,2383885,light reflecting off dish
2383886__693418,2383886,red stop sign
2383886__693409,2383886,red white flag
2383886__693407,2383886,post
2383886__693415,2383886,road
2383889__1315712,2383889,sunlight coming through window
2383889__1315707,2383889,white frame
2383889__1315697,2383889,wood shelf
2383889__1315728,2383889,corner of kitchen
2383889__1315700,2383889,black oven
2383889__1315705,2383889,shiny microwave
2383893__529692,2383893,handle
2383893__529686,2383893,metal fork
2383893__529685,2383893,silver bowl
2383894__693374,2383894,white chair
2383894__693358,2383894,fire place
2383894__693361,2383894,round table
2383894__693376,2383894,side of coffee table
2383894__693355,2383894,white door
2383910__529518,2383910,cars are parked in parking lot
2383910__529504,2383910,black motorcycle
2383910__529519,2383910,car parked beside motorcycle
2383910__529506,2383910,black vehicle
2383910__529527,2383910,gray pavement
2383910__529516,2383910,wheel on a atv
2383914__529476,2383914,white bus
2383914__529490,2383914,bus down street
2383914__529485,2383914,white clouds
2383914__529477,2383914,bus yard
2383914__529501,2383914,sidewalk next to side road
2383925__529449,2383925,gray sky
2383925__529460,2383925,walking horses
2383925__529443,2383925,standing man
2383925__529448,2383925,blue water
2383925__529447,2383925,waves in water
2383925__529452,2383925,wet sand
2383950__1315000,2383950,white dog
2383950__1315015,2383950,tree casting shadow
2383950__1315009,2383950,grass under dog
2383950__1315032,2383950,shadow
2383966__693199,2383966,multicolored kite
2383966__693202,2383966,small waves
2383966__693205,2383966,shore
2383966__693196,2383966,beach
2383973__1314854,2383973,gray sky
2383973__1314859,2383973,pavement
2383990__529130,2383990,glass
2383990__529127,2383990,red meat
2384006__1314429,2384006,little child
2384006__1314447,2384006,wet road
2384006__1314440,2384006,hair
2384006__1314437,2384006,window
2384006__1314434,2384006,shining front
2384027__1314234,2384027,tall giraffes
2384027__1314237,2384027,green limb
2384027__1314249,2384027,short grass
2384027__1314240,2384027,edge tree
2384027__1314232,2384027,white giraffes
2384027__1314243,2384027,metal fence
2384031__528896,2384031,blue
2384031__528879,2384031,black skateboard
2384031__528883,2384031,pebbled beach
2384031__528882,2384031,blue jeans
2384031__528890,2384031,horizon
2384031__528895,2384031,blue sky
2384076__1313679,2384076,white bat
2384076__1313681,2384076,black helmet
2384076__3847313,2384076,gray top
2384076__1313668,2384076,umpire watching game
2384076__1313662,2384076,white lines
2384076__1313677,2384076,black shoes
2384087__528538,2384087,white top
2384087__528543,2384087,tree in background
2384087__528528,2384087,green grass
2384087__528540,2384087,grassy field
2384087__528536,2384087,white line
2384087__528552,2384087,black shorts
2384091__528516,2384091,plane has wing
2384091__528515,2384091,existing forest
2384091__528512,2384091,white wing
2384091__528513,2384091,snow covered mountain
2384091__528514,2384091,green slope
2384093__1313444,2384093,paper
2384093__1313457,2384093,hand of man
2384093__1313460,2384093,person sitting in a chair
2384093__1313452_1313452,2384093,arm of a man
2384093__1313455,2384093,belt of man
2384099__1313401,2384099,white skirt
2384099__1313381,2384099,tennis players'
2384099__1313382,2384099,white outfit
2384099__1313386,2384099,background
2384099__1313390,2384099,white boundary line
2384103__1313343,2384103,multicolored bird
2384103__1313339,2384103,counter
2384103__1313353,2384103,handle
2384103__1313349,2384103,colorful bird
2384103__1313352,2384103,branch
2384119__1313110,2384119,smiling woman
2384158__528229,2384158,boy
2384158__528205,2384158,person with hair
2384158__528206,2384158,curly hair
2384158__528249,2384158,standing guy
2384158__528220,2384158,ground
2384171__528160,2384171,brown fruit
2384171__528149,2384171,apples in a row
2384171__528151,2384171,paper sign
2384188__528111,2384188,vent
2384188__528095,2384188,tile floor
2384188__528102,2384188,red island
2384188__528097,2384188,silver stove top
2384188__528105,2384188,silver front
2384193__1312303,2384193,metal knife
2384193__1312316_1312316,2384193,metal blade
2384196__1312251,2384196,door
2384196__1312238,2384196,roof
2384196__1312234,2384196,curb
2384196__1312257,2384196,road
2384196__1312248,2384196,windshield
2384196__1312247,2384196,side has door
2384235__4303249,2384235,area underneath bridge
2384238__527831,2384238,small railing
2384238__527815,2384238,small path
2384246__692242,2384246,black hair
2384246__692244,2384246,gray wall
2384246__692243,2384246,brown hand
2384246__692240,2384246,blue shirt
2384246__692236,2384246,asian boy
2384246__692237,2384246,red wall
2384267__527720,2384267,handle
2384267__527714,2384267,metal fork
2384267__3847169,2384267,paper plate
2384267__527715,2384267,brown table
2384267__527710,2384267,orange frosting
2384267__3847170,2384267,slice cake
2384271__1311523,2384271,gala apples
2384271__1311527,2384271,shelf
2384271__1311543,2384271,metal box
2384271__1311517,2384271,two dollars orange sign on apples
2384273__1311510,2384273,small grass
2384273__3847110,2384273,clear sky
2384273__1311506,2384273,green trees
2384273__1311508,2384273,massive sky
2384273__1311512,2384273,man on grass
2384306__1311130,2384306,small window
2384306__1311138_1311134,2384306,wall inside of kitchen
2384306__1311128,2384306,small refrigerator
2384306__1311137,2384306,orange floor
2384306__1311136,2384306,white counter
2384312__692049,2384312,eyes man
2384312__692051_692051,2384312,open hand
2384312__692047,2384312,tie this
2384341__1310621,2384341,city
2384341__1310595,2384341,lined up trees
2384341__1310593,2384341,white airplane
2384341__1310603,2384341,air
2384341__1310608,2384341,grass
2384341__1310620,2384341,wide field
2384350__692009,2384350,white wall
2384350__692004,2384350,metal bars
2384350__692002,2384350,black pillows
2384350__692005,2384350,crumpled blanket
2384350__692003,2384350,grey pillow
2384353__1310486,2384353,high grass
2384353__1310484,2384353,standing sheep
2384353__1310496,2384353,cloudy sky
2384353__1310493,2384353,dark green trees
2384368__1310368,2384368,smiling woman
2384379__1310206,2384379,black pants
2384379__1310194_1310195,2384379,yellow ski for cross country
2384379__1310193,2384379,snow
2384379__1310218,2384379,shadow cast on snow
2384386__1310086,2384386,head
2384386__1310067,2384386,white canopy behind woman
2384386__1310056,2384386,brown hair
2384386__1310084,2384386,red hair
2384386__1310059,2384386,face
2384418__1309684,2384418,green tree
2384418__1309679,2384418,brown sand by water
2384418__1309673,2384418,gray boat
2384418__1309676,2384418,brown water
2384418__1309672,2384418,standing woman
2384418__1309674,2384418,brown paddle to row boat
2384451__526552,2384451,brown dirt
2384451__526549,2384451,leg
2384451__526550,2384451,large tree
2384451__526546,2384451,standing giraffe
2384453__526535,2384453,wooden bench
2384453__526529,2384453,black nose
2384453__526528,2384453,red collar
2384456__526511,2384456,pleasant sky
2384456__526512,2384456,rolling waves
2384489__526403,2384489,produce clerk man
2384489__526417,2384489,carrots
2384489__526424,2384489,box has vegetables
2384489__526423,2384489,man has a box
2384489__526404,2384489,hat
2384506__691614,2384506,orange surfboard
2384506__691622,2384506,blue canoe
2384506__691615,2384506,carrying surfer
2384506__691624,2384506,here buildings
2384521__526141,2384521,low wall
2384521__526139,2384521,opened umbrella
2384521__526147,2384521,walkway near water
2384521__526143,2384521,people in water
2384521__526152,2384521,trees across water
2384522__1308345,2384522,open entrance
2384522__1308350_1308350_1308350,2384522,beige path
2384522__1308351,2384522,brick building
2384526__1308261_1308261,2384526,building by tarmac
2384526__1308256,2384526,plane on tarmac
2384526__1308254,2384526,ominous cloud
2384526__1308253,2384526,tarmac with plane
2384526__1308255,2384526,red tail
2384533__1308192,2384533,smiling woman
2384540__1308071,2384540,lights
2384540__1308054,2384540,large wing
2384540__1308066,2384540,hillside in the distance
2384540__1308068,2384540,pipe
2384540__1308049,2384540,landing airplane
2384540__1308073,2384540,grass
2384546__1307960,2384546,white shorts
2384546__1307983,2384546,wall in background
2384546__1307963,2384546,red sneakers
2384546__1307972,2384546,tennis racket
2384553__4069885,2384553,kitchen door
2384553__4069879,2384553,vinyl tile
2384553__4141164,2384553,wooden chair
2384553__4141173,2384553,white cabinets
2384563__1307759,2384563,head
2384563__1307748,2384563,laying pit bull
2384563__1307755,2384563,thigh
2384563__1307762,2384563,eyes
2384563__1307765,2384563,cushion
2384563__1307761,2384563,ears
2384571__1307636,2384571,brown tail
2384571__1307624,2384571,giraffe seeing to left
2384571__1307621,2384571,flat ground
2384572__1307614,2384572,building
2384572__1307601,2384572,black sign
2384572__1307605,2384572,white face
2384572__1307604,2384572,brown sculpture
2384578__1307557,2384578,person behind man
2384578__1307538,2384578,man wearing a shirt
2384578__1307564,2384578,light reflected on wall
2384578__1307566,2384578,water
2384578__1307550_1307548,2384578,window on wall
2384588__1307390,2384588,beaded necklace
2384588__1307384,2384588,open cell phone
2384588__1307383,2384588,blonde boy
2384588__1307386,2384588,checkered shirt
2384602__691447,2384602,black street lamp
2384602__691445,2384602,black decoration
2384602__691430,2384602,warning sign
2384602__691433,2384602,black car
2384602__691434,2384602,multi level building
2363514__764310,2363514,plastic bottle
2363514__764308,2363514,white bowl
2363514__764298,2363514,middle aged man
2363514__764313,2363514,red shirt
2363514__764306,2363514,small boy
2384609__525608,2384609,blue table
2384609__525611_525611,2384609,dress
2384609__525609_525609,2384609,colorful flowers
2384609__525610,2384609,women wearing dress
2384628__4046725,2384628,dirt
2384628__4046755,2384628,zebra
2384628__4046724,2384628,ground has dirt
2384641__525419_525419_525419,2384641,house
2384641__525415,2384641,gray road
2384641__525423,2384641,gray pants
2384688__1306318,2384688,wires in air on poles
2384688__1306324_1306324,2384688,poles
2384688__1306307_1306307,2384688,white truck
2384720__691125,2384720,red top
2384720__691112,2384720,black helmet
2384720__691136,2384720,person wearing shirt
2384720__691120,2384720,side building
2384720__691129,2384720,back of woman
2384723__1305876_1305876,2384723,right arm
2384723__1305869,2384723,hand grasping knife
2384723__1305874,2384723,green bottle
2384749__524564,2384749,green roof
2384749__524571,2384749,blue hoodie
2384749__524565,2384749,glass bottle
2384749__524585,2384749,brick bricks
2384749__524575,2384749,hand
2384750__524538,2384750,cart
2384750__524540,2384750,silver utensils
2384750__524562,2384750,pair of knives
2384750__524553,2384750,food on cart
2384778__691018,2384778,shadow of wire
2384778__691015,2384778,white phone
2384778__691009_691009,2384778,large bear
2384790__1304839_1304839,2384790,white shirt
2384790__1304847,2384790,guard
2384790__1304836,2384790,senior man
2384790__1304859,2384790,shadow of man
2384792__524245_524245,2384792,bushes in background
2384792__524238_524238,2384792,wood fence
2384792__524237_524237,2384792,short grass
2384796__1304759,2384796,high kite
2384796__1304761,2384796,small hill
2384796__1304785_1304785,2384796,kites
2384796__1304780,2384796,ground
2384802__690918,2384802,building
2384802__690933,2384802,writing on text
2384802__690924,2384802,cloudless sky
2384802__3846640,2384802,pine tree
2384802__690921,2384802,silver pole
2384802__690936,2384802,green trees
2384892__1303529,2384892,clear water
2384892__1303539,2384892,sand on beach
2384892__3846553,2384892,snout
2384892__1303540,2384892,green bushes
2384892__1303530,2384892,mom elephant
2384896__690583,2384896,woman in park
2384896__690599,2384896,red top
2384896__690612,2384896,leg
2384896__690593,2384896,trees
2384896__690589,2384896,large tree
2384896__690594,2384896,shadow of tree
2384902__1303441,2384902,fence around court
2384902__1303428,2384902,white net
2384902__1303445,2384902,bushes are by tent
2384902__1303425,2384902,intense man
2384902__1303429,2384902,tan shirt
2384902__1303430,2384902,khaki shorts
2384906__523612,2384906,wood wall
2384906__523613,2384906,leafy tree
2384906__523602,2384906,tall door
2384906__523619_523619,2384906,two toned bedspread
2384923__1303230,2384923,tile wall
2384923__1303217,2384923,big mirror
2384923__1303205,2384923,clean sink
2384923__1303209,2384923,black rack
2384923__1303202,2384923,walk-in shower
2384946__3846435,2384946,blonde hair
2384946__3846445,2384946,woman
2384946__3846458,2384946,phone
2384946__1302902_1302902,2384946,brown bag
2384950__523303,2384950,wall
2384950__523300,2384950,button down shirt
2384950__523307,2384950,middle
2384950__523301,2384950,salmon pants
2384950__523309,2384950,arm
2384953__1302856,2384953,fish meat
2384953__1302853,2384953,white newspaper
2384953__1302857,2384953,sliced lettuce
2384953__1302852,2384953,large sandwich
2384953__3846434,2384953,piece of a tomato
2384953__1302858,2384953,crispy chips
2384957__1302796,2384957,smiling woman
2384970__523166,2384970,white van
2384970__523190,2384970,street
2384970__523191,2384970,tire attached to van
2384970__523192_523193,2384970,tree near street
2384972__1302641_1302641,2384972,green grass
2384972__1302639_1302639,2384972,grazing cow
2384972__1302640,2384972,street
2384972__1302664,2384972,ground
2384975__1302585,2384975,old-school lamp
2384975__1302586,2384975,large drawers
2384975__1302582,2384975,wallpaper newspaper
2384975__1302598,2384975,pillows on bed
2384975__1302589,2384975,drawer on dresser
2384975__1302587,2384975,wall covered by newspaper
2384992__1302378,2384992,food
2384992__1302375,2384992,window behind table
2384992__1302352,2384992,man walking towards table
2384992__1302369,2384992,people are in room
2384992__1302346,2384992,sitting man
2384992__1302356,2384992,large window
2384995__1302271,2384995,red train
2384995__1302282,2384995,windshield on front
2384995__3846355,2384995,sky
2384995__1302281,2384995,wipers on windshield
2384995__1302299,2384995,front
2384999__1302217,2384999,olored billboard on side of building
2385011__522955,2385011,red luggage
2385011__522958,2385011,yellow handbag
2385011__522971,2385011,blue blanket
2385011__522966,2385011,seat
2385011__522956,2385011,luggage has wheels
2385046__1301710,2385046,paper plate
2385046__1301703,2385046,mustard on hot dog
2385046__1301713,2385046,white napkin
2385063__1301488,2385063,raspberry box
2385063__1301511,2385063,white kites
2385063__1301515,2385063,horizontal blinds
2385063__1301514,2385063,red wall
2385066__1301458,2385066,blue white toothbrush
2385066__1301457,2385066,metal bottle
2385066__1301452,2385066,cup in holder
2385066__1301447,2385066,tiled wall
2385066__1301442_1301453,2385066,plastic
2385070__689980,2385070,magazine next to magazine
2385070__689979,2385070,wall
2385070__689963,2385070,couch in center
2385070__689987,2385070,floor has rug
2385074__1301346,2385074,green tree
2385074__1301355,2385074,gray sky
2385074__1301349,2385074,airport with airplane
2385074__1301348,2385074,airplane facing right
2385074__1301359,2385074,greenish white building
2385104__1300994,2385104,white sink
2385104__1301006,2385104,black spot
2385104__1300996,2385104,cracked floor
2385104__1301012,2385104,wood
2385104__1300995,2385104,up lid
2385104__1301014,2385104,here shadow
2385129__522355_522355,2385129,black bat
2385129__522356_522356,2385129,black sleeves
2385143__4285039_4285039,2385143,cloudy sky
2385143__4285049,2385143,walking person
2385145__4284808,2385145,water
2385145__4284807,2385145,goose looking at water
2385150__1300506_1300506,2385150,head
2385150__1300492,2385150,manicured woman
2385168__1300332,2385168,male surfers
2385168__1300334,2385168,ocean on beach
2385168__1300341,2385168,beach
2385174__1300170,2385174,pole
2385174__1300195,2385174,asphalt road
2385174__1300181,2385174,guy
2385174__1300194,2385174,standing men
2385193__1299779,2385193,head has fur
2385193__1299771,2385193,here tree
2385193__1299758,2385193,gray shirt
2385193__1299750,2385193,ear
2385193__1299764,2385193,painting
2385222__689245,2385222,yellow shirt
2385222__689259,2385222,brown color chair
2385222__689255,2385222,white color wall
2385222__3846142,2385222,person
2385222__689258,2385222,hand holding remote
2385222__689250,2385222,navy pants
2385227__689157,2385227,skiing group
2385227__689172,2385227,snow on mountain
2385227__689163,2385227,blue mountain
2385227__689143,2385227,black outfit
2385227__689144,2385227,man has coat
2385228__689137,2385228,green grass
2385228__689134,2385228,jumping dog
2385228__689138,2385228,brown tree
2385243__688996,2385243,orange pants
2385243__688993,2385243,black helmet
2385243__688991,2385243,kid wearing bib
2385243__688992,2385243,yellow bib
2385243__688995,2385243,black gloves
2385250__1299176,2385250,bed near fireplace
2385250__1299177,2385250,floral quilt
2385250__1299185,2385250,metal inside fireplace
2385250__1299173,2385250,fireplace next bed
2385250__1299178,2385250,mirror on wall
2385276__1298924,2385276,lines on street
2385276__1298931,2385276,platform above road
2385276__1298922,2385276,red bus
2385276__1298918,2385276,vehicles on street
2385288__1298763,2385288,splashing water
2385288__1298766,2385288,blue sky
2385288__1298767,2385288,white splash
2385288__1298762,2385288,blue wave
2385307__1298578,2385307,building in background
2385307__1298596,2385307,grassy field
2385307__1298592,2385307,long tail
2385307__1298573,2385307,hazy sky
2385319__1298446,2385319,trees near buildings
2385322__521717,2385322,striped sleeve
2385322__521700,2385322,clown has arm
2385322__521708,2385322,white shirt
2385322__521697,2385322,sitting girl
2385322__521721,2385322,white collar
2385338__4268579,2385338,black and white cap
2385339__688636,2385339,unshaven man
2385339__688624,2385339,plate
2385339__688634,2385339,background person
2385339__688623_688623,2385339,bottom fruit
2385339__688633,2385339,woman
2385348__1297995,2385348,brown paper
2385348__1297988,2385348,red hot dog
2385348__1297991,2385348,white bowl
2385348__1297992,2385348,here nuts
2385365__4266734,2385365,shadow on ground
2385365__4266732,2385365,shirt
2385365__4266735,2385365,ground
2363642__3744727,2363642,sheer drapes
2363642__3744729,2363642,blanket
2363642__2647532,2363642,white plate
2363642__1813962,2363642,brown carpet
2363642__3744736,2363642,floor has carpet
2385384__1297572,2385384,grey floor
2385384__1297562,2385384,striped cloth
2385384__1297560,2385384,striped towel
2385384__1297570,2385384,reflective curtain
2385384__1297567,2385384,faucet on sink
2385397__521548_521548,2385397,pole
2385397__521555_521555,2385397,tall lamp post
2385397__521550,2385397,street has sign
2385397__521553,2385397,tan building
2385421__1297023,2385421,red racket
2385421__1297031,2385421,court
2385421__1297033,2385421,green tarmac
2385421__1297028,2385421,playing woman
2385433__1296860,2385433,standing horse
2385433__1296868,2385433,building
2385433__1296870,2385433,road
2385433__1296859,2385433,white color carriage
2385433__1296865,2385433,cloudy sky
2385451__1296710,2385451,beach during day
2385451__1296709,2385451,black colored cow
2385451__1296712,2385451,water body water
2385451__1296722,2385451,blue sky
2385453__687974_687974,2385453,brown chair
2385453__687977,2385453,table
2385453__687973,2385453,smiling woman
2385453__687975_687975,2385453,dog
2385459__687903,2385459,tan fence
2385459__687908,2385459,white sign
2385459__687896,2385459,tall bush
2385459__687893,2385459,grey sidewalk
2385459__687898,2385459,black tires
2385468__521380,2385468,white cat
2385468__521388,2385468,white tree
2385468__521384_521384,2385468,white curtain
2385484__687759,2385484,blue sofa
2385484__687753,2385484,table
2385484__687755_687755_687755,2385484,brown couch
2385484__687758,2385484,gray sock
2385490__521299,2385490,wooden fence
2385490__521295,2385490,stuffed toy
2385490__521303,2385490,blue towel
2385490__521297,2385490,crumpled white towel
2385490__521293,2385490,dog laying down
2385490__521311,2385490,white tiles
2385513__687527,2385513,black pants
2385513__687536,2385513,green trees
2385516__1295933,2385516,laying baby
2385516__1295932,2385516,clean wall
2385516__1295935,2385516,on laptop
2385516__1295934_1295934,2385516,white sheet
2385516__1295941,2385516,head of baby
2385519__1295877,2385519,gray vehicle
2385519__1295879_1295879,2385519,overcast sky
2385519__1295883_1295883,2385519,passenger windows
2385525__1295787,2385525,rim of bowl
2385525__1295786,2385525,bowl holding vegetables
2385525__1295793,2385525,orange carrot
2385525__1295782,2385525,silver spoon
2385525__1295785,2385525,spices on bowl
2385525__1295783,2385525,green vegetables
2385528__1295725,2385528,shirt
2385528__1295702,2385528,up
2385528__1295720,2385528,table
2385528__1295710,2385528,head of a child
2385528__1295706,2385528,disposable plate
2385528__1295699,2385528,young girl
2385540__687335,2385540,black tape
2385540__687325,2385540,green vase
2385540__687337,2385540,wooden chair
2385540__687329,2385540,spoon
2385540__687326,2385540,sealed jar
2385540__687320,2385540,crocheted hat
2385549__1295556,2385549,yellow line
2385549__1295559,2385549,playing person
2385549__1295563,2385549,wooden bench
2385549__1295555,2385549,blue line
2385549__1295569,2385549,guy playing frisbee
2385562__1295437,2385562,brown track
2385571__3845900,2385571,trees
2385571__3845930,2385571,day
2385571__3845925,2385571,black train
2385576__1295155,2385576,young boy
2385576__1295149,2385576,guy holding on to a bottle
2385576__1295165,2385576,person has a leg
2385577__686935,2385577,shiny cheese
2385577__686937,2385577,red sauce
2385577__686928,2385577,cut pizza
2385577__686930,2385577,bubble on crust
2385584__1295016,2385584,upon floor tape
2385584__1295022,2385584,a door
2385584__1295005,2385584,tape on the floor
2385584__1295015,2385584,a bag messenger bag
2363681__763032,2363681,striped zebra
2363681__763034,2363681,brown grass
2363681__763035,2363681,blue water
2363681__763033,2363681,brown tree
2385610__686836_686835,2385610,tree on sidewalk
2385610__686814,2385610,audi car
2385610__686817,2385610,sidewalk behind motorcycle
2385610__686813,2385610,dome
2385610__686810,2385610,black suit
2385620__686757,2385620,green toppings
2385620__686750,2385620,white plate
2385620__3845874,2385620,wide crust
2385620__686749,2385620,triangle pizza
2385620__686751,2385620,green topping
2385622__1294540,2385622,red bench
2385622__1294546,2385622,sky above water
2385622__1294558,2385622,seat
2385622__1294542,2385622,yellow house
2385622__1294541,2385622,water covered with waves
2385636__1294436,2385636,orange fruit
2385636__1294437,2385636,round plate
2385636__1294440,2385636,present orange
2385636__1294443,2385636,orange peel
2385643__1294356,2385643,white sneaker
2385643__1294345,2385643,woman player
2385643__1294351_1294351,2385643,tennis racket being swung
2385643__1294348,2385643,blonde hair
2385654__4240500,2385654,child has face
2385654__4240521,2385654,human hand
2385654__4240501,2385654,face
2385667__686496,2385667,stone walkway
2385667__686519,2385667,edge floor
2385667__686514,2385667,street
2385667__686507,2385667,sidewalk
2385667__686512,2385667,legs
2385667__686520,2385667,ground
2385680__686406_686402,2385680,legs
2385680__686404,2385680,group cows
2385680__686391,2385680,brown face
2385687__1293955,2385687,standing man
2385687__1293960,2385687,agricultural artwork
2385687__1293968,2385687,white wall
2385687__1293969,2385687,picture next to picture on wall on a wall
2385687__1293973,2385687,jacket over shirt
2385687__1293978,2385687,row
2385698__1293858,2385698,blue jeans
2385698__1293856,2385698,skateboard
2385698__1293846,2385698,reflective windows
2385698__1293837,2385698,gray partition
2385698__1293842,2385698,blue shirt
2385698__1293855,2385698,man in blue shirt skateboard
2385704__1293798,2385704,brown buildings
2385704__1293808,2385704,large building
2385704__1293807,2385704,designs on building
2385704__1293794,2385704,gray road
2385704__1293796,2385704,white lines
2385723__3707010,2385723,hay
2385723__2717708,2385723,green field
2385723__2344126_3389194,2385723,grass
2385723__3707016,2385723,tan horn
2385723__3005913,2385723,long tail
2385724__1293593,2385724,white chair
2385724__1293587,2385724,brown hair
2385724__1293585,2385724,woman underneath umbrella
2385724__1293594,2385724,cloudy sky
2385724__1293581,2385724,stadium has roof
2385724__1293572,2385724,straw hat
2385743__685964,2385743,grey chair
2385743__685972,2385743,window
2385743__685986,2385743,white door
2385748__1293385,2385748,red top
2385748__1293371,2385748,short grass
2385748__1293382,2385748,short pants
2385748__1293380,2385748,red sock
2385748__1293374,2385748,baseball player wearing sock
2385756__1293293,2385756,small toilet
2385756__1293296,2385756,bowl
2385756__1293287,2385756,white seat
2385756__1293290,2385756,tiled wall
2385756__1293292,2385756,speckled floor
2385763__520673,2385763,signs on building
2385763__520676,2385763,red building
2385763__520665,2385763,windows on a building
2385763__520646,2385763,white building
2385772__1293163,2385772,pink tie
2385772__1293166,2385772,blue shirt
2385772__1293156,2385772,lcd tv
2385772__1293158,2385772,white cloth
2385775__1293111,2385775,cloud in sky
2385775__1293102,2385775,light brown cow
2385775__1293107,2385775,trunk
2385775__1293115,2385775,pasture
2385775__1293112,2385775,cloudy sky
2385776__4222026,2385776,person
2385776__4222008,2385776,stopped minivan
2385776__4271541_4271541,2385776,lines on street
2385776__4222021,2385776,white snow
2385776__4271542,2385776,paved street
2385781__685838,2385781,cup
2385781__3845715,2385781,poster
2385781__685846,2385781,woman's hand
2385781__3845704,2385781,metal fence
2385781__3845732,2385781,big wall
2385781__3845741,2385781,ground
2385807__1292825,2385807,wall has picture
2385807__1292823,2385807,large bed
2385807__1292830,2385807,white ceiling
2385807__1292832,2385807,white pillow
2385807__1292822,2385807,jumping woman
2385824__520548,2385824,food
2385824__520552,2385824,brown meat
2385824__520540,2385824,orange carrot
2385824__520542,2385824,blue container
2385824__520541,2385824,sliced bread
2385839__1292435,2385839,curved branch
2385839__1292446,2385839,concrete beam
2385839__1292441,2385839,black wing
2385839__1292432,2385839,black feathers
2385839__1292447,2385839,gray rock
2385848__1292359,2385848,smiling woman
2385871__685340,2385871,tall trees
2385871__685342,2385871,ground
2385872__1291981,2385872,clustered leaf
2385872__1291990,2385872,large tree branch
2385872__1291994,2385872,blue colored sky
2385879__1291919,2385879,loose pants
2385879__1291909,2385879,screen on table
2385879__1291918,2385879,blue shirt
2385879__1291911,2385879,woman holding wii
2385879__1291935,2385879,brown chair
2385879__1291910,2385879,black tv
2385880__1291898,2385880,hand
2385880__1291888,2385880,white person
2385880__1291889,2385880,white color surfboard
2385880__1291906,2385880,neutral shirt
2385880__1291892,2385880,parked car
2385895__1291698,2385895,grey floor
2385895__1291690,2385895,clear water
2385895__1291716,2385895,white tile
2385895__1291706,2385895,dark tile
2385895__1291693,2385895,plastic toilet seat
2385895__1291696,2385895,white tiles
2385906__1291584,2385906,grassy area
2385906__1291580_1291580,2385906,concrete skate park
2385906__1291577,2385906,crowd wearing shirts
2385906__1291585,2385906,blue jeans
2385909__1291536,2385909,park
2385909__1291520,2385909,painted can
2385909__1291528_1291528,2385909,young tree
2385909__1291530,2385909,skateboarding person
2385932__684964,2385932,play area
2385932__684955_684955,2385932,wall
2385932__684966,2385932,handle on seat
2385932__684949,2385932,blue bus
2385954__684820,2385954,brick column
2385954__684822,2385954,upside down building
2385954__684828_684828,2385954,blue sky
2385954__684825_684825,2385954,yellow line
2385957__684810,2385957,building
2385957__684809,2385957,tree near building
2385957__684808,2385957,cloudy sky
2385957__684813,2385957,fence near tree
2385957__684806,2385957,short grass
2385962__4179724,2385962,this
2385962__4099320,2385962,surfer has arm
2385962__4179728,2385962,ripples
2385962__4179763,2385962,water
2385962__4116312,2385962,reflected sunlight
2385964__520213,2385964,right leg
2385964__520218,2385964,violent waves
2385964__520207_520207,2385964,surfing man
2385964__520216,2385964,yellow sleeves
2385964__520212,2385964,left leg
2385974__684690_684690,2385974,leafless tree
2385974__684682_684682,2385974,orange car
2385974__684681,2385974,purple bus
2386032__684359,2386032,head
2386032__684355,2386032,black dog
2386032__684357,2386032,green white book
2386032__684354,2386032,bed
2386032__684362,2386032,up foot
2386069__519956,2386069,woman wearing bracelet
2386069__519963,2386069,sandwich
2386069__519959,2386069,brown hair
2386069__519950,2386069,brown coat
2386069__519964,2386069,lighted refrigerator
2386069__519974,2386069,black coat
2386087__1289632,2386087,front
2386087__1289617,2386087,windows
2386087__1289623,2386087,tail of plane
2386087__1289630_1289628,2386087,wing
2386087__1289613,2386087,blue plane
2386107__1289300,2386107,glass on top coffee table
2386107__1289320,2386107,open window
2386107__1289314,2386107,table and chairs
2386107__1289299,2386107,tan sofa
2386107__1289318,2386107,chairs
2386109__519794,2386109,yellow bowl
2386109__519790,2386109,white plates
2386109__519785,2386109,folded food
2386109__519782,2386109,folded napkin
2386109__519779,2386109,open jar
2386127__683727,2386127,person wearing jacket
2386127__683740,2386127,conifer trees
2386135__1289109,2386135,brick tower
2386135__1289086,2386135,number 2 platform
2386135__1289110,2386135,pyramid roof
2386135__1289098,2386135,brick train station
2386135__1289097,2386135,headlights on train
2386141__4292613,2386141,building
2386141__4158138,2386141,blue clock
2386141__4292612,2386141,clock tower on building
2386143__683647,2386143,yellow oar
2386143__683656,2386143,woman holding paddle
2386143__683652,2386143,blue shorts
2386143__683649,2386143,red oar
2386147__3845182_3845192,2386147,building
2386147__1288957,2386147,in umbrella
2386147__3845163,2386147,tree
2386167__519606,2386167,crack in wall
2386179__683404,2386179,snowy road
2386179__683401,2386179,concrete step
